"summed_obs_error","summed_proc_error","obs0","obs1","proc0","proc1","det_obs_mu0","det_obs_mu1","det_proc_mu0","det_proc_mu1","edm_obs_mu0","edm_obs_mu1","edm_proc_mu0","edm_proc_mu1","proc_true_mu","proc0_mu","proc_det_mu","proc_edm_mu","cor0","cor_det","cor_edm","rmse0","rmse_det","rmse_edm","det_obs_qt0.1","det_obs_qt0.2","det_obs_qt0.3","det_obs_qt0.4","det_obs_qt0.5","det_obs_qt1.1","det_obs_qt1.2","det_obs_qt1.3","det_obs_qt1.4","det_obs_qt1.5","det_proc_qt0.1","det_proc_qt0.2","det_proc_qt0.3","det_proc_qt0.4","det_proc_qt0.5","det_proc_qt1.1","det_proc_qt1.2","det_proc_qt1.3","det_proc_qt1.4","det_proc_qt1.5","edm_obs_qt0.1","edm_obs_qt0.2","edm_obs_qt0.3","edm_obs_qt0.4","edm_obs_qt0.5","edm_obs_qt1.1","edm_obs_qt1.2","edm_obs_qt1.3","edm_obs_qt1.4","edm_obs_qt1.5","edm_proc_qt0.1","edm_proc_qt0.2","edm_proc_qt0.3","edm_proc_qt0.4","edm_proc_qt0.5","edm_proc_qt1.1","edm_proc_qt1.2","edm_proc_qt1.3","edm_proc_qt1.4","edm_proc_qt1.5","gelmandet","gelmanedm","edm_var","Euse","tuse","pcdet","pcedm","pctrue","pcobs","pmdet","pmedm","pmtrue","pmobs","pmdet_analy","pmedm_analy","pmtrue_analy"
0.0117305619423066,0.401648646103684,0.0131533976027232,NA,0.358988371307081,1.90151710603485,0.0463085891091131,NA,0.396444303427283,2.06192452839434,0.442728610925484,NA,0.358357642723423,2.01189795518035,0.539447346773069,0.538248347136486,0.53365019368403,0.379112974274954,0.999531085229079,0.999461226995711,0.930007450515267,0.0117807957961481,0.0137608098520536,0.200689307819119,0.0114853519852078,0.0203826859009353,0.0580078305999936,0.115277692845706,0.193413388910435,NA,NA,NA,NA,NA,0.299207621340789,0.357937329528959,0.401325256155376,0.454502010513497,0.486120312503398,1.90523854664885,1.99305873867629,2.04894211902654,2.1239133326757,2.20886748009794,0.358584471945558,0.401623621448271,0.445833431103199,0.481218810050945,0.497183492020714,NA,NA,NA,NA,NA,0.242084206237406,0.295914473627756,0.368517225450468,0.445906209588583,0.49055828897979,1.68821448105801,1.83827299774976,2.02385304913246,2.17019449874316,2.36318381273432,1.16637689734503,1.02344107577453,0.480604484397561,2,1.5,0.230769230769231,0.294117647058824,0.214285714285714,0.214285714285714,0.0296296296296296,0.0381679389312977,0.0578512396694215,0.0578512396694215,0.0496028439619829,0.0465715136909592,0.0551405377354114
0.154548566963517,0.215232343879462,0.248141716402872,NA,0.151535826423982,0.908201907316947,0.0705723402275703,NA,0.34817582432526,1.96954664134865,0.454571319182164,NA,0.268641229841402,1.85852142211377,0.462577029128894,0.512378280788723,0.508016706272871,0.41838641476795,0.911727675394751,0.914854223156212,0.89726004702676,0.154632290839981,0.150266633035825,0.149093107505308,0.0147906854603351,0.0256251251403364,0.0982956606206298,0.182433085414585,0.292993690970689,NA,NA,NA,NA,NA,0.218519485247999,0.278343289555427,0.359118384716225,0.415018542427965,0.471753338021556,1.86668364891369,1.90797344511095,1.97923891614904,2.03586734684505,2.05508281879901,0.377373302624383,0.425041719977818,0.462978747683294,0.488873104996924,0.497866480465513,NA,NA,NA,NA,NA,0.151820359239973,0.195139008567363,0.272521356455728,0.365541609712091,0.459076651863327,1.59109029039499,1.71691565296049,1.86825083466085,2.0098477504577,2.11681939165703,1.07016534641661,1.00664149233076,0.363030805615625,4,1.5,0.1875,0.268292682926829,0.112903225806452,0.112903225806452,0.0517241379310345,0.104761904761905,0.0804597701149425,0.0804597701149425,0.0514221929029076,0.0405962207817068,0.0855343069751576
0.279925191669597,0.288899987932437,0.414644950976378,NA,0.261014037096713,0.707408190828482,0.447668307866859,NA,0.3881521791642,1.98970121698166,0.484937208112914,NA,0.399406474590026,1.84736371065296,0.522826980982083,0.615995681118359,0.513034528601191,0.461347313012795,0.795351258821482,0.822603485215626,0.791690670896673,0.279293926772051,0.22306550907028,0.238480883438734,0.351706712495786,0.412070626160505,0.468555768207396,0.493656701732537,0.495954685290597,NA,NA,NA,NA,NA,0.24788466774955,0.35133118486166,0.412805683230012,0.474772021767603,0.49827903571398,1.85329011493539,1.95868369534639,2.00627681549014,2.04216385450349,2.08374672148655,0.450348202749724,0.473938776732427,0.489714225896017,0.497171773732767,0.499688362889093,NA,NA,NA,NA,NA,0.269928718793542,0.338787830677003,0.411733617157629,0.471888501279871,0.496848032931472,1.58605548534392,1.72863721103889,1.87423052477136,1.98776308744494,2.06864108088238,1.29197470259983,1.02238528549952,0.508495867986055,2,0.75,0.162162162162162,0.236842105263158,0.157894736842105,0.157894736842105,0.0630630630630631,0.0909090909090909,0.108695652173913,0.108695652173913,0.0559287176906477,0.0755533956268832,0.145515175196407
0.0902192832785474,0.225168677854635,0.115580650878385,NA,0.0768011840922297,0.566469551932835,0.119471676943434,NA,0.0648915136787861,1.01343871975216,0.276484573632971,NA,0.0593731354970339,0.809360464628665,0.418604875378915,0.429526411617981,0.410226096849692,0.359352096279385,0.955891435771538,0.960238992864994,0.913650589432855,0.0899506973097812,0.0832299307584665,0.129284953917055,0.0215097860883099,0.0731480297068035,0.141463919253008,0.185470853334162,0.225229995368537,NA,NA,NA,NA,NA,0.0377960824579515,0.046388531620766,0.067154296503235,0.085247155716445,0.103979654187727,0.606642458795427,0.817813388221307,1.020759438746,1.24339880577571,1.53228744350248,0.161953210011109,0.223920002425459,0.277307478779112,0.333895298384075,0.385055931781476,NA,NA,NA,NA,NA,0.0304397962634701,0.0437825050181198,0.0620462124931743,0.0847285134635745,0.118527288486648,0.5107536815595,0.580697028173481,0.813887167581583,1.10510328998786,1.39083031307293,1.0167977906103,1.01186393688522,0.297793039744471,4,1.5,0.333333333333333,0.25,0.4,0.2,0.0137931034482759,0.00704225352112676,0.0138888888888889,0.0138888888888889,0.0192532637885712,0.00930263048744574,0.0363725447745346
0.0846420154274877,0.224961369442429,0.138842076913543,NA,0.105171004524424,0.528580964462288,0.153663217131506,NA,0.225839491497371,1.84375878375902,0.438169057944306,NA,0.182539531085214,1.61346946020462,0.470671442040705,0.488218327823926,0.482632531381551,0.405191745016801,0.970385044292287,0.972866874974333,0.916184329344844,0.084639998050318,0.0802350321087996,0.14332474388049,0.0166960942782814,0.105201925061163,0.174969302582686,0.246379282958988,0.335842118177134,NA,NA,NA,NA,NA,0.14590307202869,0.187028155625986,0.223737608302806,0.280879170882085,0.344546268432837,1.64506885365152,1.76750066163863,1.8472718990808,1.93290297751972,2.01180935287903,0.364129489708436,0.402923744314512,0.444290411514588,0.477685808222529,0.495155126603733,NA,NA,NA,NA,NA,0.100505516650545,0.134895376119945,0.185544206436447,0.244946637356676,0.321150137437877,1.24482279780492,1.45081187600312,1.63540828507913,1.80731376981454,1.99525068282371,1.2694279515986,1.0193203475418,0.327920147540929,4,2,0.384615384615385,0.363636363636364,0.175,0.175,0.037037037037037,0.0645161290322581,0.0642201834862385,0.0642201834862385,0.0359623630297302,0.0344587778966047,0.0897398594911811
0.0107392224593767,0.208385699949794,0.0103072151506553,NA,0.0639439038252415,0.880528043650894,0.0462815322527587,NA,0.0730448933464287,1.06914000897765,0.0713093423552052,NA,0.0916178599742588,0.850658945875675,0.415717235332347,0.41570388540125,0.412984024012517,0.407348138080695,0.999332747164398,0.998834492818543,0.998317224157429,0.0107172069009625,0.0144764921550708,0.0187892611144277,0.0106396390562914,0.0177293423777181,0.0495671276751183,0.110995614519207,0.168145030148959,NA,NA,NA,NA,NA,0.0500773631463296,0.0610476631977413,0.072531615486207,0.0861304099143491,0.10628826284493,0.716827853222672,0.915932207618359,1.09490404822234,1.27620688334836,1.45960878452647,0.0126295442834132,0.027164322632019,0.0887917982026424,0.155404726423058,0.214638427918411,NA,NA,NA,NA,NA,0.0567528717721137,0.0767034859186439,0.0944697460841845,0.112832830937337,0.131152926480446,0.581743521438563,0.73294216882001,0.873173748950798,1.03373431770825,1.21439009417216,1.04260183709813,1.01879581972664,0.251710455428837,4,4,NA,NA,1,1,0,0,0.00675675675675676,0.0136054421768707,0.0221088827635633,0.0427298307108888,0.0289116642458791
0.233903756379507,0.108766996795717,0.272474189328945,NA,0.0135758843336269,1.27582153371998,0.287149613599025,NA,0.0135546932014418,1.82788068044444,0.303440867531377,NA,0.0265169001404715,0.939247710219444,0.392746735723089,0.458251087583229,0.374028810799113,0.341562427702708,0.739472451529729,0.91897137177539,0.829846799992644,0.233192337232785,0.111453760284336,0.162325269970838,0.250623858462732,0.266757720165027,0.285877585794387,0.30422720410469,0.334004978651441,NA,NA,NA,NA,NA,0.0100825154859021,0.0105041678345503,0.0122902654170582,0.0166107823090349,0.0255290230342775,0.692391426232668,1.23268529480785,1.96488329237997,2.64186903285194,2.97138082999128,0.244794277376006,0.270837258506998,0.304659687541477,0.337616418811243,0.369005314631053,NA,NA,NA,NA,NA,0.0121548134762967,0.0178989241964597,0.0270464478586021,0.0397066258503723,0.0570775668897828,0.518271208485513,0.627006614824083,0.873106538672047,1.3974318532045,2.13677776165725,1.00571501402126,1.01920422735732,0.308963511715586,4,1,NA,NA,NA,NA,0,0,0,0,2.50172915846533e-15,0.000241302920205603,3.74038378439627e-08
0.0180154368042893,0.16877718080977,0.0236151425901212,NA,0.0400207309714958,1.33684224136862,0.0267448164196815,NA,0.0421509608269639,1.88592546944157,0.222172026023582,NA,0.0204128385877152,1.21422054337459,0.405189879131369,0.406499099139982,0.404122686289013,0.35059210344325,0.998040889815334,0.997775582999427,0.869175191586885,0.017956594498814,0.0190563738341258,0.148601583411313,0.0109944264286126,0.0138108700121871,0.0256909819558521,0.0500540473202729,0.0852932165104483,NA,NA,NA,NA,NA,0.0293765684614348,0.0350641157161652,0.0422679131694886,0.0497379361688519,0.0598676814884566,1.41982027411836,1.64781123543538,1.88013253753375,2.1051001367625,2.28002962637258,0.15684497943192,0.198470071950569,0.224531007280476,0.250456396448685,0.276228128207594,NA,NA,NA,NA,NA,0.010355529589407,0.0128691479501131,0.020292593369867,0.0327752570861434,0.0496427487402222,0.526617239902529,0.832020273549831,1.29859191080634,1.74271601431763,2.35042268259853,1.00396661259932,1.02644981112705,0.235110663474518,4,4,NA,NA,NA,NA,0,0,0,0,1.41865944150077e-06,3.24105410469129e-06,0.00018850264695636
0.0496171505327074,0.23880293892009,0.0745322894705823,NA,0.20542905018354,1.4096767601418,0.102483632271141,NA,0.238613303486045,1.89483165664239,0.390250576475267,NA,0.23066978510091,1.81025359699385,0.48191950134631,0.493809165947324,0.49147171737135,0.431319545009616,0.990272808456698,0.990804981171806,0.951017304800712,0.0495341013731854,0.0477702122800718,0.113201604959501,0.0221602418616626,0.0560473368362725,0.10720361423079,0.169153791960701,0.210728007249252,NA,NA,NA,NA,NA,0.165508171792171,0.197855175426043,0.229381579998516,0.301667612653937,0.322345901247244,1.74839364924467,1.82324552819699,1.88811453946358,1.94741841314944,2.00023396602341,0.29454063765772,0.341195215067855,0.392543700141872,0.448101221308732,0.491038118965511,NA,NA,NA,NA,NA,0.130627749798475,0.179477910675853,0.227697570447575,0.296041451362289,0.406119700095773,1.56796219495124,1.68621735497869,1.81110230699757,1.9260613481093,2.08513243428179,1.08603783746863,1.04046879946436,0.318724022759657,4,2,0.285714285714286,0.242424242424242,0.13953488372093,0.13953488372093,0.0141843971631206,0.0707964601769911,0.0566037735849057,0.0566037735849057,0.0361864258430443,0.0347346534454955,0.0580877725224306
0.26029918670963,0.254683758106601,0.385725092525469,NA,0.230041810185458,0.760420269467932,0.372965473192046,NA,0.339861688439111,1.97511636127413,0.48057488030793,NA,0.356764944763017,1.8460968036852,0.472224966364644,0.567477025198059,0.482249390702551,0.427907661728227,0.793004245085287,0.863716855159451,0.831816199910402,0.259796163390542,0.179631881063421,0.193044501657708,0.261151293439601,0.3109950981755,0.378910879357137,0.423447899719274,0.482559877507521,NA,NA,NA,NA,NA,0.219736246963409,0.26127781365775,0.343348593120333,0.418997357301316,0.496964326370796,1.90003957728276,1.93642175380988,1.96877507658853,2.02552063680311,2.04756536241455,0.433089807441104,0.46528319287638,0.484861709042864,0.496856108649377,0.499922628035114,NA,NA,NA,NA,NA,0.210784142301772,0.279684889010882,0.356445924583317,0.442941251254555,0.48657533710704,1.61892805466668,1.71200641255403,1.85468821047041,1.97205442068481,2.08481649833747,1.65023306371849,1.03560092275744,0.466429865685174,2,0.5,0.0862068965517241,0.127272727272727,0.0882352941176471,0.0882352941176471,0.0666666666666667,0.0752688172043011,0.0864197530864197,0.0864197530864197,0.0454529983423611,0.0617979708335021,0.120040794326924
